"full_name","pdes","a","e","i","om","w","ma","epoch_mjd"
"   148 Gallia (A875 PA)",148,2.771364568886426,.1884235408915039,25.28773126193317,144.9938120780556,252.5486412506293,346.2327987754374,60200
"   149 Medusa (A875 SA)",149,2.175150489600726,.06552631726854141,.9401498148222318,159.6106352317455,250.653331037231,359.6265594593476,60200
"   150 Nuwa (A875 UA)",150,2.983903191190259,.1237543884001792,2.202206589772029,206.1084195677941,154.0040689186829,272.5603805790897,60200
"   151 Abundantia (A875 VA)",151,2.592131617644691,.03561244448463278,6.431792448750318,38.73702482733805,132.746464915237,34.18463112354016,60200
"   152 Atala (A875 VB)",152,3.138710585709218,.08203132055357465,12.12397256638006,39.87855104956628,58.84885152642902,154.1285529383979,60200
"   153 Hilda (A875 VC)",153,3.972862545982323,.1391445386715276,7.82923950568346,228.0930254383054,39.4290600987181,13.72139141196548,60200
"   154 Bertha (A875 VD)",154,3.203537662097426,.07557721983755125,21.03859386376307,36.52647732098024,165.4517760114258,207.1407818598443,60200
"   155 Scylla (A875 VE)",155,2.760928375886516,.2726077440403452,11.36198325689338,40.54686940129872,46.727314568809,72.27243146196432,60200
"   156 Xanthippe (A875 WA)",156,2.728475483655659,.2258324309470252,9.779124936707166,241.8012586641055,338.3730011398275,111.7111801698557,60200
"   157 Dejanira (A875 XA)",157,2.579170725204811,.1979867337972235,12.16358113696694,62.03592319856252,46.30627742470532,210.1723052656409,60200
"   158 Koronis (A876 AA)",158,2.869309023376198,.0530358996829141,1.005309298477012,277.6502028515321,146.9128860065057,178.1834185445137,60200
"   159 Aemilia (A876 BA)",159,3.109835396907572,.100221151142847,6.112815019486694,133.8845978463018,333.2117827082272,322.3981186287255,60200
"   160 Una (A876 DA)",160,2.729071272787443,.06667192772226245,3.820186745117877,8.573113725168362,50.2112441069084,356.0005004678831,60200
"   161 Athor (A876 HA)",161,2.379583295114798,.1367832609559284,9.057527919372646,18.54957864424311,294.900736635008,327.0663458295012,60200
"   162 Laurentia (A876 HB)",162,3.016396773611203,.1822262453990643,6.091577719893105,35.44630161364116,115.6749501919283,69.76557678784955,60200
"   163 Erigone (A876 HC)",163,2.366129517551155,.19242724684353,4.816178475742448,160.0426750816229,298.5269032167735,263.5859615118827,60200
"   164 Eva (A876 NA)",164,2.631052975869353,.3470831061090648,24.47618687645742,76.78716078580203,284.0183299075339,99.78158874652988,60200
